Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,15,0.095,2126.077,1374,1374,3200,201.784,110556,2,23
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,16,0.095,1654.538,1199,738,2520,157.031,86036,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,17,0.095,1678.423,925,925,2292,159.298,87278,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,18,0.095,3047.212,2305,1603,4463,289.209,158455,2,27
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,19,0.095,4211.981,1675,1675,7670,399.756,219023,2,27
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,20,0.095,2909.231,3307,1907,4004,276.113,151280,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,21,0.095,2410.212,2442,1750,3115,228.751,125331,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,22,0.095,4669.538,3056,3056,6640,443.182,242816,2,29
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,23,0.095,4091.115,2172,2172,6939,388.285,212738,2,27
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,24,0.095,4544.904,2187,2187,6832,431.353,236335,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,25,0.095,3180.769,1940,1940,4306,301.884,165400,2,27
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,26,0.095,3203.827,1689,1689,4897,304.073,166599,2,26
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,27,0.095,2370.192,1179,1179,3661,224.953,123250,2,25
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,28,0.095,3276.173,3434,2062,4353,310.939,170361,2,24
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,29,0.095,3219.558,3742,1747,4318,305.566,167417,2,23
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,30,0.095,1998.769,1930,1356,2685,189.702,103936,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,31,0.095,1710.462,1083,1083,2480,162.339,88944,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,2,32,0.095,1227,828,828,1595,116.454,63804,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,1,0.095,3443.981,1805,1805,5342,326.866,179087,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,2,0.095,3369.654,1405,1405,5635,319.811,175222,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,3,0.095,3173.365,1585,1310,5350,301.182,165015,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,4,0.095,4426.981,2054,2054,7498,420.161,230203,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,5,0.095,3459.038,4182,2023,5276,328.295,179870,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,6,0.095,3356.365,1445,1331,5618,318.55,174531,2,36
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,7,0.095,3510.154,2129,2129,4798,333.146,182528,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,8,0.095,3528.962,1600,1600,4792,334.931,183506,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,9,0.095,3252.096,2126,2126,4872,308.654,169109,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,10,0.095,2199.731,2542,916,3523,208.775,114386,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,11,0.095,2091.846,1806,884,3123,198.536,108776,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,1,12,0.095,2734.827,3007,1450,4100,259.56,142211,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,13,0.095,2103.231,1317,1317,2876,199.616,109368,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,14,0.095,3662.558,1748,1748,5662,347.611,190453,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,15,0.095,2594.846,1306,1306,4242,246.275,134932,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,16,0.095,4203.346,1227,1227,7231,398.936,218574,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,17,0.095,2768,3881,1382,4359,262.709,143936,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,18,0.095,3826.462,3180,2294,5336,363.167,198976,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,19,0.095,3761.25,1550,1550,6352,356.977,195585,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,20,0.095,2381.173,1561,1561,3523,225.995,123821,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,21,0.095,2836.173,3406,1457,4223,269.179,147481,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,22,0.095,3437.077,1554,1554,6009,326.21,178728,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,23,0.095,2320.442,1046,1046,3771,220.231,120663,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,12,2,24,0.095,1324.25,1105,779,1833,125.684,68861,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,1,0.095,2198.5,961,961,3672,208.658,114322,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,2,0.095,3147.75,1464,1464,5129,298.751,163683,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,3,0.095,3324.712,952,952,5749,315.546,172885,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,4,0.095,2752.423,3919,1063,4737,261.23,143126,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,5,0.095,3808.288,1866,1866,6972,361.442,198031,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,6,0.095,3099.942,3093,1368,4907,294.213,161197,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,7,0.095,3422.288,1603,1603,4732,324.807,177959,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,8,0.095,4110.923,1995,1995,5529,390.165,213768,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,9,0.095,3424.231,1264,1264,5137,324.991,178060,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,10,0.095,3484.712,1942,1942,5409,330.731,181205,2,35
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,11,0.095,3048.308,1003,1003,5119,289.313,158512,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,12,0.095,3634.346,2199,1173,6655,344.933,188986,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,13,0.095,2386.019,706,706,4016,226.455,124073,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,14,0.095,2002.731,964,964,3170,190.078,104142,2,32
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,1,15,0.095,2144.692,1235,1235,3113,203.551,111524,2,31
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,16,0.095,2098.846,1880,1248,3130,199.2,109140,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,17,0.095,2069.288,1546,1294,3051,196.395,107603,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,18,0.095,3322.942,1999,1999,5452,315.378,172793,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,19,0.095,2100.615,1213,1213,3197,199.368,109232,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,20,0.095,1565.308,860,860,2406,148.562,81396,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,21,0.095,3818.846,3280,2635,5489,362.444,198580,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,22,0.095,2844.288,1223,1223,4370,269.949,147903,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,23,0.095,2327.115,1587,1526,3244,220.865,121010,2,34
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,24,0.095,1308.192,1259,889,1658,124.16,68026,2,32
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,25,0.095,2501.827,1553,1553,3699,237.447,130095,2,33
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,26,0.095,3504.173,2127,2127,5469,332.578,182217,2,32
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,27,0.095,2644.365,2819,1345,4295,250.975,137507,2,31
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,28,0.095,2067.904,890,890,3549,196.263,107531,2,31
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,13,2,29,0.095,1889.385,1055,1055,2748,179.32,98248,2,30
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,1,0.095,4399.538,2785,2785,5884,417.557,228776,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,2,0.095,5126.769,1415,1415,9756,486.578,266592,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,3,0.095,3715.712,1335,1335,6571,352.655,193217,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,4,0.095,3967.231,1166,1166,7420,376.527,206296,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,5,0.095,3955.654,1134,1134,6804,375.428,205694,2,47
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,6,0.095,5685.442,4512,2385,9126,539.601,295643,2,46
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,7,0.095,4946.577,2006,2006,8434,469.476,257222,2,46
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,8,0.095,3871.635,1588,1588,6054,367.454,201325,2,46
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,9,0.095,5568.538,2803,2803,9562,528.506,289564,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,10,0.095,3673.808,1304,1304,6030,348.678,191038,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,11,0.095,3793.019,1118,1118,6914,359.993,197237,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,12,0.095,2950.269,1199,1199,4977,280.008,153414,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,1,13,0.095,1950.635,1905,658,2885,185.133,101433,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,14,0.095,3517.981,4329,1934,4947,333.889,182935,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,15,0.095,2518.173,1462,1462,3996,238.998,130945,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,16,0.095,4838.635,2301,2301,8584,459.231,251609,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,17,0.095,4894.192,2955,2955,7354,464.504,254498,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,18,0.095,4533.308,4493,3090,5915,430.253,235732,2,45
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,19,0.095,4440.615,2597,2597,6140,421.456,230912,2,46
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,20,0.095,3403.135,1618,1618,5431,322.989,176963,2,44
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,21,0.095,1855.865,1580,1257,2586,176.139,96505,2,42
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,22,0.095,2651.885,3386,1353,3803,251.688,137898,2,42
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,23,0.095,1645.519,1508,985,2201,156.175,85567,2,42
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,24,0.095,1303.942,1380,905,1720,123.756,67805,2,41
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,14,2,25,0.095,1822.346,2509,905,2722,172.958,94762,2,41
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,1,0.095,4521.981,4795,2217,6631,429.178,235143,2,32
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,2,0.095,3614.827,1061,1061,6068,343.081,187971,2,33
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,3,0.095,3811.038,1229,1229,6363,361.703,198174,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,4,0.095,4644.885,2265,2265,7201,440.843,241534,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,5,0.095,4957.596,1725,1725,7956,470.522,257795,2,37
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,6,0.095,4748.692,1883,1883,8294,450.695,246932,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,7,0.095,4704.75,2049,2049,8529,446.524,244647,2,37
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,8,0.095,4774.154,1413,1413,7666,453.111,248256,2,37
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,9,0.095,5342.096,6566,2907,7467,507.014,277789,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,10,0.095,4078.115,1027,1027,6566,387.051,212062,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,11,0.095,5922.673,1902,1902,9949,562.117,307979,2,35
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,12,0.095,5532.942,1810,1810,8937,525.127,287713,2,35
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,13,0.095,2746.346,2134,1265,4050,260.654,142810,2,35
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,1,14,0.095,3000.019,1630,1630,4338,284.73,156001,2,33
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,15,0.095,3022.865,2365,1874,4025,286.898,157189,2,32
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,16,0.095,3491.327,3495,1932,5246,331.359,181549,2,33
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,17,0.095,2681.981,1429,1429,3698,254.545,139463,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,18,0.095,3808,1649,1649,5892,361.414,198016,2,35
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,19,0.095,2752.5,1232,1232,4303,261.238,143130,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,20,0.095,3082,1619,1619,5081,292.51,160264,2,36
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,21,0.095,2625.885,1393,1393,3783,249.221,136546,2,35
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,22,0.095,3168.327,1356,1356,5262,300.704,164753,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,23,0.095,2829.154,1002,1002,5182,268.513,147116,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,24,0.095,4045.827,1994,1994,6378,383.986,210383,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,15,2,25,0.095,2022.231,1953,792,3065,191.928,105156,2,34
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,1,0.095,5894.346,1635,1635,9547,559.428,306506,2,52
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,2,0.095,2650.692,1133,1133,4137,251.575,137836,2,52
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,3,0.095,6096.269,3002,3002,10066,578.592,317006,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,4,0.095,3308.058,1133,1133,5825,313.965,172019,2,54
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,5,0.095,2164.038,679,679,3240,205.387,112530,2,55
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,6,0.095,2572.692,503,503,4219,244.172,133780,2,55
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,7,0.095,4093.596,1515,1515,7781,388.52,212867,2,54
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,8,0.095,3387.038,1585,557,7550,321.461,176126,2,55
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,9,0.095,3936.558,1224,1224,7672,373.616,204701,2,54
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,10,0.095,3233.135,1048,1048,5698,306.854,168123,2,55
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,11,0.095,2933.865,1085,1085,5178,278.451,152561,2,55
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,1,12,0.095,1553.058,1262,541,2604,147.4,80759,2,54
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,13,0.095,3804.538,1957,1957,6353,361.086,197836,2,49
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,14,0.095,4143.538,1803,1803,6585,393.26,215464,2,51
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,15,0.095,2433.5,1363,1363,3631,230.962,126542,2,52
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,16,0.095,1865.846,1170,1170,2835,177.086,97024,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,17,0.095,2279.269,1171,1171,3455,216.324,118522,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,18,0.095,2697.385,1266,1266,4617,256.007,140264,2,52
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,19,0.095,1990.442,937,937,3192,188.911,103503,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,20,0.095,2238.731,1235,1235,3334,212.476,116414,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,21,0.095,985.942,894,612,1334,93.575,51269,2,53
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,22,0.095,1267.962,1012,668,1948,120.341,65934,2,52
022820-BE EPS8 KO pup2 left IHC3 series 004 lng,3,KO,16,2,23,0.095,1396.173,974,424,2443,132.51,72601,2,51
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
