Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 003 Lng,2,KO,16,2,33,0.095,5280.115,2356,2356,8958,499.965,274566,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 003 Lng,2,KO,16,2,34,0.095,4572.519,1710,1710,7699,432.964,237771,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 003 Lng,2,KO,16,2,35,0.095,4180.423,1810,1810,7464,395.837,217382,2,6
120919 Eps8KO+BE P5 pup4 Mut Rhod-actin Ph488.lif-WT Mouse 4 Series 003 Lng,2,KO,16,2,36,0.095,8248.115,2097,2097,14870,781,428902,2,6
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,1,0.095,764.058,42,42,1933,72.348,39731,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,2,0.095,1172.096,1350,371,2028,110.985,60949,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,3,0.095,144.25,72,18,307,13.659,7501,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,4,0.095,100.558,113,16,195,9.522,5229,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,5,0.095,108.519,10,7,276,10.276,5643,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,6,0.095,276.135,180,39,454,26.147,14359,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,7,0.095,184.308,109,14,394,17.452,9584,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,8,0.095,18.846,18,7,61,1.785,980,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,9,0.095,155.827,134,12,416,14.755,8103,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,10,0.095,289.308,191,102,550,27.394,15044,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,11,0.095,322.404,156,137,626,30.528,16765,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,1,12,0.095,952.519,865,333,1827,90.193,49531,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,13,0.095,2155.135,1037,1037,3516,204.068,112067,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,14,0.095,924.365,665,271,1509,87.528,48067,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,15,0.095,943.519,358,358,1421,89.341,49063,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,16,0.095,590.442,338,219,1064,55.909,30703,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,17,0.095,1988.885,704,704,3061,188.326,103422,2,34
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,18,0.095,1903.019,576,576,2909,180.196,98957,2,33
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,19,0.095,2478.788,2630,1227,3659,234.715,128897,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,20,0.095,1208.423,376,376,1981,114.425,62838,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,21,0.095,1573.769,1594,794,2354,149.019,81836,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,22,0.095,1543.673,1452,337,2423,146.169,80271,2,33
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,23,0.095,2175.115,1779,933,3411,205.96,113106,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,24,0.095,1923.904,2142,1070,2859,182.173,100043,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,25,0.095,1034.192,837,597,1444,97.927,53778,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,26,0.095,2233.654,1156,1098,3370,211.503,116150,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,27,0.095,2230.519,2271,1287,3370,211.206,115987,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,1,2,28,0.095,1295.75,1177,802,1979,122.694,67379,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,1,0.095,1223.462,1206,162,2440,115.849,63620,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,2,0.095,654.769,315,160,1342,62,34048,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,3,0.095,789.019,503,173,1509,74.712,41029,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,4,0.095,185.442,234,31,403,17.559,9643,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,5,0.095,351.038,128,112,659,33.24,18254,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,6,0.095,231.192,68,68,475,21.891,12022,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,7,0.095,566.231,446,108,1235,53.616,29444,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,8,0.095,664.423,819,179,1297,62.914,34550,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,9,0.095,518.538,468,143,1053,49.1,26964,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,10,0.095,431,51,51,877,40.811,22412,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,11,0.095,297.442,64,38,543,28.165,15467,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,12,0.095,305.846,164,94,660,28.96,15904,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,13,0.095,264.885,114,84,582,25.082,13774,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,14,0.095,525.308,752,292,879,49.741,27316,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,1,15,0.095,511.288,149,125,1045,48.414,26587,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,16,0.095,1501.75,2025,381,2520,142.2,78091,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,17,0.095,1417.615,828,828,2067,134.233,73716,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,18,0.095,1142.038,601,601,1797,108.139,59386,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,19,0.095,1409.481,1377,770,1924,133.463,73293,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,20,0.095,1990.231,704,704,3093,188.454,103492,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,21,0.095,1700.327,433,433,2979,161.003,88417,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,22,0.095,2049.462,1153,682,2816,194.062,106572,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,23,0.095,2157.981,2311,1015,3092,204.338,112215,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,25,0.095,2170.385,2973,980,3221,205.512,112860,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,26,0.095,1782.596,779,779,2962,168.793,92695,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,27,0.095,2489.212,1498,1498,3545,235.702,129439,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,2,2,28,0.095,1328.231,852,247,2265,125.769,69068,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,1,0.095,408.462,334,82,852,38.677,21240,2,34
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,2,0.095,466.481,363,190,739,44.171,24257,2,34
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,3,0.095,429.885,353,199,675,40.706,22354,2,35
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,4,0.095,371.327,335,216,460,35.161,19309,2,36
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,5,0.095,265.462,244,106,351,25.136,13804,2,36
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,6,0.095,341.673,138,104,647,32.353,17767,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,7,0.095,289.077,279,63,500,27.373,15032,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,8,0.095,616.327,245,245,1070,58.36,32049,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,9,0.095,452.327,474,173,682,42.831,23521,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,10,0.095,200.385,36,36,511,18.974,10420,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,11,0.095,433.135,435,156,916,41.013,22523,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,1,12,0.095,363.923,189,30,796,34.46,18924,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,13,0.095,2024.692,967,967,3017,191.717,105284,2,35
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,14,0.095,2026.558,1778,1286,2507,191.893,105381,2,36
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,15,0.095,1970.058,971,971,2770,186.544,102443,2,35
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,16,0.095,2061.846,519,519,3913,195.235,107216,2,35
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,17,0.095,1809.135,1058,1058,2757,171.306,94075,2,33
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,18,0.095,1385.25,1413,717,1835,131.168,72033,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,19,0.095,2253.115,2871,1285,3386,213.346,117162,2,33
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,20,0.095,1458.692,453,453,2533,138.123,75852,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,21,0.095,1394.519,677,677,2021,132.046,72515,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,22,0.095,1512.885,1676,549,2533,143.254,78670,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,3,2,23,0.095,1830.173,879,879,2839,173.298,95169,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,1,0.095,548.154,485,289,857,51.904,28504,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,2,0.095,743.096,679,338,1138,70.363,38641,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,3,0.095,666.423,131,131,1449,63.103,34654,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,4,0.095,756.923,667,231,1358,71.673,39360,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,5,0.095,557.692,178,178,877,52.808,29000,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,6,0.095,941.788,1292,219,1689,89.177,48973,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,7,0.095,627.404,329,326,977,59.408,32625,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,8,0.095,692.404,744,188,1096,65.563,36005,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,9,0.095,648.096,558,175,1024,61.368,33701,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,10,0.095,1443.596,1392,483,2679,136.693,75067,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,11,0.095,620.981,838,155,1223,58.8,32291,2,23
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,1,12,0.095,1565.288,2312,306,2574,148.216,81395,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,13,0.095,2422.558,2189,609,3808,229.39,125973,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,14,0.095,3169.442,1663,1663,4993,300.112,164811,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,15,0.095,1676.346,851,851,2433,158.732,87170,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,16,0.095,3092.154,1182,1182,4634,292.794,160792,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,17,0.095,3638.981,1787,1787,5166,344.573,189227,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,18,0.095,2266.5,1077,1077,3533,214.613,117858,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,19,0.095,3364.173,1158,1158,5487,318.551,174937,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,20,0.095,1604.058,1371,894,2169,151.887,83411,2,28
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,21,0.095,1980.192,1852,978,2801,187.503,102970,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,22,0.095,2786.096,2425,1039,4531,263.814,144877,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,23,0.095,1783.731,674,674,2870,168.9,92754,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,24,0.095,1583.731,1866,839,2421,149.962,82354,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,25,0.095,1167.885,1342,632,1689,110.586,60730,2,23
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,4,2,26,0.095,1170.25,1143,689,1585,110.81,60853,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,1,0.095,1157.173,1317,520,1836,109.572,60173,2,32
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,2,0.095,721.5,265,265,1208,68.318,37518,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,3,0.095,419,397,215,610,39.675,21788,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,4,0.095,445.885,101,101,890,42.221,23186,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,5,0.095,637.058,373,219,1123,60.323,33127,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,6,0.095,1164.635,952,648,1674,110.279,60561,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,7,0.095,540.481,508,267,781,51.178,28105,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,8,0.095,371.115,269,137,687,35.141,19298,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,9,0.095,281.173,93,85,606,26.624,14621,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,10,0.095,646.981,515,159,1378,61.262,33643,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,1,11,0.095,386.385,78,78,858,36.587,20092,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,12,0.095,1477.75,753,753,2421,139.927,76843,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,13,0.095,1251.25,661,661,2079,118.48,65065,2,30
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,14,0.095,1753.846,1167,1167,2408,166.071,91200,2,31
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,15,0.095,1859.827,1203,588,2832,176.106,96711,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,16,0.095,2106.865,1397,745,3658,199.498,109557,2,29
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,17,0.095,763.25,255,255,1360,72.272,39689,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,18,0.095,1539.346,672,672,2136,145.76,80046,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,19,0.067,2693.297,1942,1942,3661,181.461,99652,2,27
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,20,0.095,1998.885,1663,1168,2654,189.273,103942,2,26
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,21,0.095,1715.885,1913,875,2294,162.476,89226,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,22,0.095,1315.135,806,447,2528,124.529,68387,2,25
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,23,0.095,2079.673,617,617,3760,196.923,108143,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,24,0.095,2328.077,2525,804,3385,220.444,121060,2,24
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,25,0.095,3557.327,2082,2082,4664,336.841,184981,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,26,0.095,2755.538,2889,1425,4045,260.92,143288,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,5,2,27,0.095,2012.673,1923,878,3244,190.579,104659,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,1,0.095,647.942,169,169,1370,61.353,33693,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,2,0.095,281.423,269,107,498,26.648,14634,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,3,0.095,505.442,166,166,968,47.86,26283,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,4,0.095,395.115,114,114,731,37.413,20546,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,5,0.095,315.192,442,52,543,29.845,16390,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,6,0.095,585.75,445,309,1006,55.464,30459,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,7,0.095,437.327,578,109,714,41.41,22741,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,8,0.095,497.538,355,231,834,47.112,25872,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,9,0.095,299.885,249,116,516,28.396,15594,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,10,0.095,250.077,315,38,525,23.68,13004,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,1,11,0.095,376.596,181,85,759,35.66,19583,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,12,0.095,1248.077,622,622,1814,118.18,64900,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,13,0.095,1816.154,1041,1041,2733,171.97,94440,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,14,0.095,2373.096,1057,1057,3781,224.707,123401,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,15,0.095,2591.654,3095,1622,3622,245.402,134766,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,16,0.095,2504.5,1427,1427,3684,237.15,130234,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,17,0.095,2070.5,576,576,3726,196.054,107666,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,18,0.095,2932.423,1399,1399,4352,277.669,152486,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,19,0.095,641.942,548,272,975,60.785,33381,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,6,2,20,0.095,941.115,1199,75,1726,89.114,48938,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,1,0.095,447.404,561,77,875,42.364,23265,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,2,0.095,411.962,449,30,862,39.008,21422,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,3,0.095,132.635,100,51,231,12.559,6897,2,23
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,4,0.095,394.788,300,50,851,37.382,20529,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,5,0.095,166.865,16,10,447,15.8,8677,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,6,0.095,566.096,203,203,968,53.603,29437,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,7,0.095,610.942,527,195,1177,57.85,31769,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,8,0.095,309.75,69,49,744,29.33,16107,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,9,0.095,477.981,108,108,772,45.26,24855,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,10,0.095,632.731,175,175,1304,59.913,32902,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,11,0.095,497.635,46,32,1226,47.121,25877,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,12,0.095,692.885,53,24,1514,65.609,36030,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,13,0.095,814.981,432,269,1504,77.17,42379,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,1,14,0.095,792.288,135,135,1769,75.021,41199,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,15,0.095,2555.731,579,579,4691,242.001,132898,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,16,0.095,1351.942,652,652,2304,128.015,70301,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,17,0.095,1774.038,2138,842,2558,167.983,92250,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,18,0.095,2051.615,1012,1012,3210,194.266,106684,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,19,0.095,2142.615,798,798,3671,202.883,111416,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,20,0.095,881.288,1309,260,1338,83.449,45827,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,21,0.095,2339.346,669,669,3679,221.511,121646,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,22,0.095,1023.673,987,275,1795,96.931,53231,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,23,0.095,1400.692,554,554,2046,132.631,72836,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,24,0.095,1967.308,1045,1045,2718,186.283,102300,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,25,0.095,2693.404,3760,642,4386,255.037,140057,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,26,0.095,2572.462,1102,1102,3670,243.585,133768,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,27,0.095,1370.038,250,250,2422,129.728,71242,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,28,0.095,1481.519,1448,411,2195,140.284,77039,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,7,2,29,0.095,1272.885,316,316,2095,120.529,66190,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,1,0.095,894.192,789,288,1822,84.671,46498,2,17
